sgd_id,systematic_name,id
S000001269,YIL007C,ID=cds2798
S000005627,YOR101W,ID=cds5150
S000005626,YOR100C,ID=cds5149
S000004301,YLR310C,ID=cds3885
S000005632,YOR106W,ID=cds5154
S000001275,YIL013C,ID=cds2792
S000004300,YLR309C,ID=cds3884
S000005631,YOR105W,ID=cds5153
S000001276,YIL014W,ID=cds2791
S000004303,YLR312C,ID=cds3886
S000005634,YOR108W,ID=cds5156
S000001277,YIL015W,ID=cds2789
S000005633,YOR107W,ID=cds5155
S000001278,YIL016W,ID=cds2788
S000001271,YIL009W,ID=cds2796
S000001272,YIL010W,ID=cds2794
S000005630,YOR104W,ID=cds5152
S000001273,YIL011W,ID=cds2793
S000001270,YIL008W,ID=cds2797
S000005618,YOR092W,ID=cds5141
S000005617,YOR091W,ID=cds5140
S000005619,YOR093C,ID=cds5142
S000002588,YDR180W,ID=cds1070
S000001257,YHR214W,ID=cds2628
S000005613,YOR087W,ID=cds5137
S000002589,YDR181C,ID=cds1071
S000001258,YHR215W,ID=cds2633
S000005616,YOR090C,ID=cds5139
S000001259,YHR216W,ID=cds2634
S000005615,YOR089C,ID=cds5138
S000005621,YOR095C,ID=cds5144
S000001264,YIL002C,ID=cds2804
S000005620,YOR094W,ID=cds5143
S000002596,YDR188W,ID=cds1078
S000001265,YIL003W,ID=cds2802
S000005623,YOR097C,ID=cds5146
S000002597,YDR189W,ID=cds1079
S000001266,YIL004C,ID=cds2801
S000005622,YOR096W,ID=cds5145
S000002598,YDR190C,ID=cds1080
S000001267,YIL005W,ID=cds2800
S000002591,YDR183W,ID=cds1074
S000002592,YDR184C,ID=cds1075
S000001261,YHR218W,ID=cds2635
S000002593,YDR185C,ID=cds1076
S000001262,YHR219W,ID=cds2636
S000002594,YDR186C,ID=cds1077
S000001263,YIL001W,ID=cds2805
S000002590,YDR182W,ID=cds1072
S000003869,YJR108W,ID=cds3155
S000002537,YDR130C,ID=cds1022
S000001206,YHR163W,ID=cds2574
S000003868,YJR107W,ID=cds3154
S000002538,YDR131C,ID=cds1023
S000001207,YHR164C,ID=cds2575
S000002539,YDR132C,ID=cds1024
S000001208,YHR165C,ID=cds2576
S000001209,YHR166C,ID=cds2577
S000003865,YJR104C,ID=cds3151
S000002533,YDR126W,ID=cds1018
S000001202,YHR159W,ID=cds2570
S000003864,YJR103W,ID=cds3150
S000002534,YDR127W,ID=cds1019
S000001203,YHR160C,ID=cds2571
S000003867,YJR106W,ID=cds3153
S000002535,YDR128W,ID=cds1020
S000001204,YHR161C,ID=cds2572
S000003866,YJR105W,ID=cds3152
S000002536,YDR129C,ID=cds1021
S000001205,YHR162W,ID=cds2573
S000003872,YJR111C,ID=cds3158
S000003871,YJR110W,ID=cds3157
S000002541,YDR134C,ID=cds1025
S000001210,YHR167W,ID=cds2578
S000003874,YJR113C,ID=cds3161
S000002542,YDR135C,ID=cds1026
S000001211,YHR168W,ID=cds2579
S000003873,YJR112W,ID=cds3159
S000001212,YHR169W,ID=cds2580
S000003870,YJR109C,ID=cds3156
S000003858,YJR097W,ID=cds3144
S000002526,YDR119W,ID=cds1010
S000003857,YJR096W,ID=cds3143
S000002527,YDR120C,ID=cds1012
S000002528,YDR121W,ID=cds1013
S000003859,YJR098C,ID=cds3145
S000002529,YDR122W,ID=cds1014
S000003854,YJR094C,ID=cds3140
S000002522,YDR115W,ID=cds1006
S000003853,YJR093C,ID=cds3139
S000002523,YDR116C,ID=cds1007
S000003856,YJR095W,ID=cds3142
S000002524,YDR117C,ID=cds1008
S000003855,YJR094W-A,ID=cds3141
S000002525,YDR118W,ID=cds1009
S000003861,YJR100C,ID=cds3147
S000003860,YJR099W,ID=cds3146
S000002530,YDR123C,ID=cds1015
S000003863,YJR102C,ID=cds3149
S000002531,YDR124W,ID=cds1016
S000001200,YHR157W,ID=cds2568
S000003862,YJR101W,ID=cds3148
S000002532,YDR125C,ID=cds1017
S000001201,YHR158C,ID=cds2569
S000002559,YDR152W,ID=cds1041
S000001228,YHR185C,ID=cds2596
S000001229,YHR186C,ID=cds2597
S000003887,YJR126C,ID=cds3173
S000002555,YDR148C,ID=cds1038
S000001224,YHR181W,ID=cds2592
S000003886,YJR125C,ID=cds3172
S000001225,YHR182W,ID=cds2593
S000002557,YDR150W,ID=cds1039
S000001226,YHR183W,ID=cds2594
S000003888,YJR127C,ID=cds3174
S000002558,YDR151C,ID=cds1040
S000001227,YHR184W,ID=cds2595
S000003894,YJR133W,ID=cds3179
S000002562,YDR155C,ID=cds1043
S000001231,YHR188C,ID=cds2599
S000003893,YJR132W,ID=cds3178
S000002563,YDR156W,ID=cds1044
S000001232,YHR189W,ID=cds2600
S000003896,YJR135C,ID=cds3181
S000001233,YHR190W,ID=cds2601
S000003895,YJR134C,ID=cds3180
S000002565,YDR158W,ID=cds1045
S000001234,YHR191C,ID=cds2602
S000003890,YJR129C,ID=cds3175
S000003892,YJR131W,ID=cds3177
S000002560,YDR153C,ID=cds1042
S000003891,YJR130C,ID=cds3176
S000001230,YHR187W,ID=cds2598
S000002548,YDR141C,ID=cds1031
S000001217,YHR174W,ID=cds2585
S000003879,YJR118C,ID=cds3165
S000002549,YDR142C,ID=cds1032
S000001218,YHR175W,ID=cds2586
S000001219,YHR176W,ID=cds2588
S000003876,YJR115W,ID=cds3162
S000002544,YDR137W,ID=cds1027
S000001213,YHR170W,ID=cds2581
S000002545,YDR138W,ID=cds1028
S000001214,YHR171W,ID=cds2582
S000003878,YJR117W,ID=cds3164
S000002546,YDR139C,ID=cds1029
S000001215,YHR172W,ID=cds2583
S000003877,YJR116W,ID=cds3163
S000002547,YDR140W,ID=cds1030
S000001216,YHR173C,ID=cds2584
S000003883,YJR122W,ID=cds3169
S000002551,YDR144C,ID=cds1034
S000001220,YHR177W,ID=cds2589
S000003882,YJR121W,ID=cds3168
S000002552,YDR145W,ID=cds1035
S000001221,YHR178W,ID=cds2590
S000003885,YJR124C,ID=cds3171
S000002553,YDR146C,ID=cds1036
S000001222,YHR179W,ID=cds2591
S000003884,YJR123W,ID=cds3170
S000002554,YDR147W,ID=cds1037
S000003881,YJR120W,ID=cds3167
S000003880,YJR119C,ID=cds3166
S000002550,YDR143C,ID=cds1033
S000003149,YGL181W,ID=cds1904
S000004488,YML026C,ID=cds4137
S000004487,YML025C,ID=cds4138
S000003157,YGL189C,ID=cds1897
S000003158,YGL190C,ID=cds1896
S000004489,YML027W,ID=cds4136
S000003159,YGL191W,ID=cds1895
S000004484,YML022W,ID=cds4141
S000003152,YGL184C,ID=cds1902
S000004483,YML021C,ID=cds4142
S000003153,YGL185C,ID=cds1901
S000004486,YML024W,ID=cds4139
S000003154,YGL186C,ID=cds1900
S000004485,YML023C,ID=cds4140
S000003155,YGL187C,ID=cds1899
S000004480,YML018C,ID=cds4145
S000004482,YML020W,ID=cds4143
S000004481,YML019W,ID=cds4144
S000003151,YGL183C,ID=cds1903
S000003138,YGL170C,ID=cds1914
S000003139,YGL171W,ID=cds1913
S000004477,YML015C,ID=cds4148
S000004476,YML014W,ID=cds4149
S000003146,YGL178W,ID=cds1907
S000004479,YML017W,ID=cds4146
S000003147,YGL179C,ID=cds1906
S000004478,YML016C,ID=cds4147
S000003148,YGL180W,ID=cds1905
S000004473,YML012W,ID=cds4151
S000003141,YGL173C,ID=cds1911
S000004472,YML011C,ID=cds4152
S000003142,YGL174W,ID=cds1910
S000004475,YML013W,ID=cds4150
S000003143,YGL175C,ID=cds1909
S000003144,YGL176C,ID=cds1908
S000004470,YML010W,ID=cds4153
S000003140,YGL172W,ID=cds1912
S000006205,YPR001W,ID=cds5702
S000003178,YGL210W,ID=cds1876
S000006206,YPR002W,ID=cds5703
S000003179,YGL211W,ID=cds1875
S000006203,YPL282C,ID=cds5429
S000006204,YPL283C,ID=cds5428
S000006201,YPL280W,ID=cds5431
S000028437,YER180C-A,ID=cds1689
S000003174,YGL206C,ID=cds1880
S000006202,YPL281C,ID=cds5430
S000003175,YGL207W,ID=cds1879
S000003176,YGL208W,ID=cds1878
S000006200,YPL279C,ID=cds5432
S000003177,YGL209W,ID=cds1877
S000003170,YGL202W,ID=cds1884
S000003171,YGL203C,ID=cds1883
S000003172,YGL204C,ID=cds1882
S000003173,YGL205W,ID=cds1881
S000007525,YNR034W-A,ID=cds4846
S000004498,YML035C,ID=cds4129
S000007526,YOR396W,ID=cds5427
S000003168,YGL200C,ID=cds1886
S000007523,YER053C-A,ID=cds1554
S000003169,YGL201C,ID=cds1885
S000007524,YMR122W-A,ID=cds4284
S000007521,YBR058C-A,ID=cds261
S000003163,YGL195W,ID=cds1890
S000004494,YML032C,ID=cds4131
S000007522,YBR085C-A,ID=cds289
S000003164,YGL196W,ID=cds1889
S000004497,YML034W,ID=cds4130
S000003165,YGL197W,ID=cds1888
S000003166,YGL198W,ID=cds1887
S000004491,YML029W,ID=cds4134
S000004490,YML028W,ID=cds4135
S000003160,YGL192W,ID=cds1894
S000004493,YML031W,ID=cds4132
S000003161,YGL193C,ID=cds1893
S000004492,YML030W,ID=cds4133
S000003162,YGL194C,ID=cds1892
S000003109,YGL141W,ID=cds1940
S000004437,YLR445W,ID=cds4011
S000005768,YOR242C,ID=cds5283
S000003105,YGL137W,ID=cds1944
S000005767,YOR241W,ID=cds5282
S000003106,YGL138C,ID=cds1943
S000004439,YLR447C,ID=cds4013
S000003107,YGL139W,ID=cds1942
S000004438,YLR446W,ID=cds4012
S000005769,YOR243C,ID=cds5284
S000003108,YGL140C,ID=cds1941
S000004444,YLR452C,ID=cds4018
S000005775,YOR249C,ID=cds5289
S000003112,YGL144C,ID=cds1937
S000004443,YLR451W,ID=cds4017
S000003113,YGL145W,ID=cds1936
S000004446,YLR454W,ID=cds4020
S000005777,YOR251C,ID=cds5291
S000000084,YAR050W,ID=cds89
S000003114,YGL146C,ID=cds1935
S000004445,YLR453C,ID=cds4019
S000005776,YOR250C,ID=cds5290
S000003115,YGL147C,ID=cds1934
S000004440,YLR448W,ID=cds4014
S000005771,YOR245C,ID=cds5286
S000005770,YOR244W,ID=cds5285
S000000089,YAR064W,ID=cds90
S000004442,YLR450W,ID=cds4016
S000005773,YOR247W,ID=cds5288
S000003110,YGL142C,ID=cds1939
S000004441,YLR449W,ID=cds4015
S000005772,YOR246C,ID=cds5287
S000003111,YGL143C,ID=cds1938
S000000081,YAR042W,ID=cds88
S000000080,YAR035W,ID=cds86
S000004429,YLR437C,ID=cds4003
S000000069,YAR014C,ID=cds75
S000005757,YOR231W,ID=cds5274
S000004425,YLR433C,ID=cds4000
S000005756,YOR230W,ID=cds5273
S000004428,YLR436C,ID=cds4002
S000005759,YOR233W,ID=cds5276
S000004427,YLR435W,ID=cds4001
S000005758,YOR232W,ID=cds5275
S000028422,YLR154W-C,ID=cds3730
S000004433,YLR441C,ID=cds4008
S000005764,YOR238W,ID=cds5280
S000000075,YAR027W,ID=cds81
S000003101,YGL133W,ID=cds1948
S000028421,YKL138C-A,ID=cds3287
S000004432,YLR440C,ID=cds4007
S000005763,YOR237W,ID=cds5279
S000000074,YAR023C,ID=cds80
S000003102,YGL134W,ID=cds1947
S000004435,YLR443W,ID=cds4010
S000000073,YAR020C,ID=cds79
S000003103,YGL135W,ID=cds1946
S000004434,YLR442C,ID=cds4009
S000005765,YOR239W,ID=cds5281
S000000072,YAR019C,ID=cds78
S000003104,YGL136C,ID=cds1945
S000005760,YOR234C,ID=cds5277
S000000079,YAR033W,ID=cds85
S000028425,YPR036W-A,ID=cds5737
S000000078,YAR031W,ID=cds84
S000004431,YLR439W,ID=cds4006
S000005762,YOR236W,ID=cds5278
S000000077,YAR029W,ID=cds83
S000004430,YLR438W,ID=cds4004
S000028423,YPL096C-A,ID=cds5609
S000000076,YAR028W,ID=cds82
S000000071,YAR018C,ID=cds77
S000000070,YAR015W,ID=cds76
S000004459,YLR467W,ID=cds4030
S000003127,YGL159W,ID=cds1924
S000004458,YLR466W,ID=cds4029
S000003128,YGL160W,ID=cds1923
S000003129,YGL161C,ID=cds1922
S000004466,YML007W,ID=cds4157
S000005797,YOR271C,ID=cds5310
S000003134,YGL166W,ID=cds1918
S000004465,YML006C,ID=cds4158
S000005796,YOR270C,ID=cds5309
S000003135,YGL167C,ID=cds1917
S000004468,YML009C,ID=cds4154
S000005799,YOR273C,ID=cds5312
S000003136,YGL168W,ID=cds1916
S000004467,YML008C,ID=cds4155
S000005798,YOR272W,ID=cds5311
S000003137,YGL169W,ID=cds1915
S000004462,YML003W,ID=cds4161
S000005793,YOR267C,ID=cds5306
S000029724,YCR095W-A,ID=cds651
S000003130,YGL162W,ID=cds1921
S000004461,YML002W,ID=cds4162
S000005792,YOR266W,ID=cds5305
S000003131,YGL163C,ID=cds1920
S000004464,YML005W,ID=cds4159
S000005795,YOR269W,ID=cds5308
S000029722,YBR230W-A,ID=cds430
S000003132,YGL164C,ID=cds1919
S000004463,YML004C,ID=cds4160
S000005794,YOR268C,ID=cds5307
S000004460,YML001W,ID=cds4163
S000005791,YOR265W,ID=cds5304
S000005790,YOR264W,ID=cds5303
S000029726,YGR161W-C,ID=cds2225
S000004448,YLR456W,ID=cds4022
S000005779,YOR253W,ID=cds5293
S000003116,YGL148W,ID=cds1933
S000004447,YLR455W,ID=cds4021
S000005778,YOR252W,ID=cds5292
S000003118,YGL150C,ID=cds1932
S000004449,YLR457C,ID=cds4023
S000003119,YGL151W,ID=cds1931
S000005786,YOR260W,ID=cds5300
S000000097,YBL001C,ID=cds203
S000003123,YGL155W,ID=cds1928
S000004454,YLR462W,ID=cds4027
S000005785,YOR259C,ID=cds5299
S000003124,YGL156W,ID=cds1927
S000005788,YOR262W,ID=cds5302
S000003125,YGL157W,ID=cds1926
S000004456,YLR464W,ID=cds4028
S000005787,YOR261C,ID=cds5301
S000000094,YAR071W,ID=cds93
S000003126,YGL158W,ID=cds1925
S000004451,YLR459W,ID=cds4024
S000005782,YOR256C,ID=cds5296
S000005781,YOR255W,ID=cds5295
S000004453,YLR461W,ID=cds4026
S000005784,YOR258W,ID=cds5298
S000000099,YBL003C,ID=cds201
S000003121,YGL153W,ID=cds1930
S000004452,YLR460C,ID=cds4025
S000005783,YOR257W,ID=cds5297
S000000098,YBL002W,ID=cds202
S000003122,YGL154C,ID=cds1929
S000005780,YOR254C,ID=cds5294
S000000091,YAR068W,ID=cds92
S000000959,YER157W,ID=cds1663
S000000958,YER156C,ID=cds1662
S000000957,YER155C,ID=cds1661
S000000952,YER150W,ID=cds1656
S000000951,YER149C,ID=cds1655
S000000950,YER148W,ID=cds1654
S000000956,YER154W,ID=cds1660
S000000955,YER153C,ID=cds1659
S000000954,YER152C,ID=cds1658
S000000953,YER151C,ID=cds1657
S000006269,YPR065W,ID=cds5759
S000006267,YPR063C,ID=cds5758
S000007599,YDL159W-A,ID=cds746
S000006265,YPR061C,ID=cds5756
S000007596,YCL001W-B,ID=cds566
S000006266,YPR062W,ID=cds5757
S000006264,YPR060C,ID=cds5755
S000007595,YBR233W-A,ID=cds433
S000006261,YPR057W,ID=cds5753
S000007592,YBL108C-A,ID=cds97
S000006262,YPR058W,ID=cds5754
S000007590,YER014C-A,ID=cds1509
S000006260,YPR056W,ID=cds5752
S000007591,YBL029C-A,ID=cds172
S000000949,YER147C,ID=cds1653
S000000948,YER146W,ID=cds1652
S000000947,YER145C,ID=cds1651
S000000946,YER144C,ID=cds1650
S000000941,YER139C,ID=cds1645
S000000940,YER138C,ID=cds1642
S000000945,YER143W,ID=cds1649
S000000944,YER142C,ID=cds1648
S000000943,YER141W,ID=cds1647
S000000942,YER140W,ID=cds1646
S000006258,YPR054W,ID=cds5750
S000006259,YPR055W,ID=cds5751
S000006256,YPR052C,ID=cds5749
S000007587,YBL071W-A,ID=cds133
S000007588,YDL085C-A,ID=cds817
S000006255,YPR051W,ID=cds5748
S000007586,YAL044W-A,ID=cds23
S000006252,YPR048W,ID=cds5746
S000006253,YPR049C,ID=cds5747
S000006250,YPR046W,ID=cds5744
S000006251,YPR047W,ID=cds5745
S000000979,YER177W,ID=cds1685
S000000974,YER172C,ID=cds1679
S000000973,YER171W,ID=cds1678
S000000972,YER170W,ID=cds1677
S000000971,YER169W,ID=cds1676
S000000978,YER176W,ID=cds1684
S000000977,YER175C,ID=cds1682
S000000976,YER174C,ID=cds1681
S000000975,YER173W,ID=cds1680
S000006289,YPR085C,ID=cds5777
S000000981,YER179W,ID=cds1687
S000000980,YER178W,ID=cds1686
S000006287,YPR083W,ID=cds5775
S000006288,YPR084W,ID=cds5776
S000006285,YPR081C,ID=cds5773
S000006286,YPR082C,ID=cds5774
S000006283,YPR079W,ID=cds5771
S000006284,YPR080W,ID=cds5772
S000006282,YPR078C,ID=cds5770
S000000969,YER167W,ID=cds1674
S000000968,YER166W,ID=cds1673
S000000963,YER161C,ID=cds1668
S000000962,YER160C,ID=cds1666
S000000961,YER159C,ID=cds1665
S000000960,YER158C,ID=cds1664
S000000967,YER165W,ID=cds1672
S000000966,YER164W,ID=cds1671
S000000965,YER163C,ID=cds1670
S000000964,YER162C,ID=cds1669
S000006278,YPR074C,ID=cds5768
S000000970,YER168C,ID=cds1675
S000006279,YPR075C,ID=cds5769
S000006276,YPR072W,ID=cds5766
S000006277,YPR073C,ID=cds5767
S000006274,YPR070W,ID=cds5764
S000006275,YPR071W,ID=cds5765
S000006272,YPR068C,ID=cds5762
S000006273,YPR069C,ID=cds5763
S000006270,YPR066W,ID=cds5760
S000006271,YPR067W,ID=cds5761
S000000916,YER114C,ID=cds1619
S000000915,YER113C,ID=cds1618
S000000914,YER112W,ID=cds1617
S000000913,YER111C,ID=cds1616
S000000919,YER117W,ID=cds1622
S000000918,YER116C,ID=cds1621
S000000917,YER115C,ID=cds1620
S000000912,YER110C,ID=cds1615
S000000911,YER109C,ID=cds1614
S000007549,YCL021W-A,ID=cds548
S000006219,YPR015C,ID=cds5715
S000006227,YPR023C,ID=cds5723
S000006228,YPR024W,ID=cds5724
S000006225,YPR021C,ID=cds5721
S000006226,YPR022C,ID=cds5722
S000006223,YPR019W,ID=cds5719
S000003196,YGL227W,ID=cds1861
S000006224,YPR020W,ID=cds5720
S000003197,YGL228W,ID=cds1860
S000006221,YPR017C,ID=cds5717
S000003198,YGL229C,ID=cds1859
S000006222,YPR018W,ID=cds5718
S000003199,YGL230C,ID=cds1858
S000003192,YGL224C,ID=cds1865
S000006220,YPR016C,ID=cds5716
S000003193,YGL225W,ID=cds1864
S000003194,YGL226C-A,ID=cds1862
S000003195,YGL226W,ID=cds1863
S000003190,YGL222C,ID=cds1867
S000003191,YGL223C,ID=cds1866
S000000905,YER103W,ID=cds1609
S000000904,YER102W,ID=cds1608
S000000903,YER101C,ID=cds1607
S000000902,YER100W,ID=cds1606
S000000909,YER107C,ID=cds1613
S000000908,YER106W,ID=cds1612
S000000907,YER105C,ID=cds1611
S000000906,YER104W,ID=cds1610
S000006209,YPR005C,ID=cds5706
S000000901,YER099C,ID=cds1605
S000000900,YER098W,ID=cds1604
S000006207,YPR003C,ID=cds5704
S000006208,YPR004C,ID=cds5705
S000007547,YCL057C-A,ID=cds513
S000003189,YGL221C,ID=cds1868
S000006217,YPR013C,ID=cds5714
S000007548,YCL026C-B,ID=cds544
S000006214,YPR010C,ID=cds5711
S000006215,YPR011C,ID=cds5713
S000006212,YPR008W,ID=cds5709
S000006213,YPR009W,ID=cds5710
S000006210,YPR006C,ID=cds5707
S000003187,YGL219C,ID=cds1870
S000006211,YPR007C,ID=cds5708
S000003188,YGL220W,ID=cds1869
S000003181,YGL213C,ID=cds1873
S000003183,YGL215W,ID=cds1872
S000003184,YGL216W,ID=cds1871
S000003180,YGL212W,ID=cds1874
S000000938,YER136W,ID=cds1640
S000000936,YER134C,ID=cds1639
S000000935,YER133W,ID=cds1638
S000000939,YER137C,ID=cds1641
S000000930,YER128W,ID=cds1633
S000000934,YER132C,ID=cds1637
S000000933,YER131W,ID=cds1636
S000000932,YER130C,ID=cds1635
S000000931,YER129W,ID=cds1634
S000006249,YPR045C,ID=cds5743
S000006247,YPR043W,ID=cds5742
S000006245,YPR041W,ID=cds5740
S000006246,YPR042C,ID=cds5741
S000006244,YPR040W,ID=cds5739
S000006241,YPR037C,ID=cds5738
S000006240,YPR036W,ID=cds5736
S000000927,YER125W,ID=cds1630
S000000926,YER124C,ID=cds1629
S000000925,YER123W,ID=cds1628
S000000924,YER122C,ID=cds1627
S000000929,YER127W,ID=cds1632
S000000928,YER126C,ID=cds1631
S000000923,YER121W,ID=cds1626
S000000922,YER120W,ID=cds1625
S000006229,YPR025C,ID=cds5725
S000000921,YER119C,ID=cds1624
S000000920,YER118C,ID=cds1623
S000006238,YPR034W,ID=cds5734
S000006239,YPR035W,ID=cds5735
S000006236,YPR032W,ID=cds5732
S000006237,YPR033C,ID=cds5733
S000006234,YPR030W,ID=cds5730
S000006235,YPR031W,ID=cds5731
S000006232,YPR028W,ID=cds5728
S000006233,YPR029C,ID=cds5729
S000006230,YPR026W,ID=cds5726
S000006231,YPR027C,ID=cds5727
S000002618,YDR210W,ID=cds1097
S000003949,YLL026W,ID=cds3558
S000002619,YDR211W,ID=cds1102
S000003946,YLL023C,ID=cds3561
S000002614,YDR206W,ID=cds1094
S000003945,YLL022C,ID=cds3562
S000002615,YDR207C,ID=cds1095
S000003948,YLL025W,ID=cds3559
S000002616,YDR208W,ID=cds1096
S000003947,YLL024C,ID=cds3560
S000003942,YLL019C,ID=cds3564
S000002610,YDR202C,ID=cds1091
S000003941,YLL018C,ID=cds3566
S000003944,YLL021W,ID=cds3563
S000002612,YDR204W,ID=cds1092
S000002613,YDR205W,ID=cds1093
S000003951,YLL028W,ID=cds3556
S000003950,YLL027W,ID=cds3557
S000002620,YDR212W,ID=cds1103
S000003938,YLL015W,ID=cds3567
S000002608,YDR200C,ID=cds1089
S000002609,YDR201W,ID=cds1090
S000003935,YLL012W,ID=cds3570
S000002603,YDR195W,ID=cds1085
S000003934,YLL011W,ID=cds3571
S000002604,YDR196C,ID=cds1086
S000003937,YLL014W,ID=cds3568
S000002605,YDR197W,ID=cds1087
S000003936,YLL013C,ID=cds3569
S000002606,YDR198C,ID=cds1088
S000003931,YLL008W,ID=cds3574
S000003930,YLL007C,ID=cds3575
S000002600,YDR192C,ID=cds1082
S000003933,YLL010C,ID=cds3572
S000003932,YLL009C,ID=cds3573
S000002602,YDR194C,ID=cds1083
S000001309,YIL047C,ID=cds2759
S000003968,YLL045C,ID=cds3542
S000002636,YDR228C,ID=cds1117
S000001305,YIL043C,ID=cds2764
S000002637,YDR229W,ID=cds1118
S000001306,YIL044C,ID=cds2763
S000001307,YIL045W,ID=cds2762
S000003969,YLL046C,ID=cds3541
S000002639,YDR231C,ID=cds1119
S000001308,YIL046W,ID=cds2761
S000003964,YLL041C,ID=cds3545
S000002632,YDR224C,ID=cds1113
S000001301,YIL039W,ID=cds2768
S000003963,YLL040C,ID=cds3546
S000002633,YDR225W,ID=cds1114
S000001302,YIL040W,ID=cds2767
S000003966,YLL043W,ID=cds3543
S000002634,YDR226W,ID=cds1115
S000001303,YIL041W,ID=cds2766
S000003965,YLL042C,ID=cds3544
S000002635,YDR227W,ID=cds1116
S000001304,YIL042C,ID=cds2765
S000003971,YLL048C,ID=cds3540
S000002640,YDR232W,ID=cds1120
S000003973,YLL050C,ID=cds3538
S000002641,YDR233C,ID=cds1121
S000001310,YIL048W,ID=cds2758
S000003972,YLL049W,ID=cds3539
S000002642,YDR234W,ID=cds1122
S000001311,YIL049W,ID=cds2757
S000002629,YDR221W,ID=cds1110
S000003957,YLL034C,ID=cds3551
S000002625,YDR217C,ID=cds1107
S000003956,YLL033W,ID=cds3552
S000002626,YDR218C,ID=cds1108
S000003959,YLL036C,ID=cds3549
S000002627,YDR219C,ID=cds1109
S000003958,YLL035W,ID=cds3550
S000002621,YDR213W,ID=cds1104
S000003952,YLL029W,ID=cds3555
S000002622,YDR214W,ID=cds1105
S000003955,YLL032C,ID=cds3553
S000003954,YLL031C,ID=cds3554
S000002624,YDR216W,ID=cds1106
S000003962,YLL039C,ID=cds3547
S000002630,YDR222W,ID=cds1111
S000003961,YLL038C,ID=cds3548
S000002631,YDR223W,ID=cds1112
S000001300,YIL038C,ID=cds2769
S000003909,YJR148W,ID=cds3195
S000003906,YJR145C,ID=cds3192
S000003905,YJR144W,ID=cds3191
S000003908,YJR147W,ID=cds3194
S000003907,YJR146W,ID=cds3193
S000003902,YJR141W,ID=cds3188
S000000875,YER073W,ID=cds1576
S000003901,YJR140C,ID=cds3187
S000000874,YER072W,ID=cds1575
S000003904,YJR143C,ID=cds3190
S000000873,YER071C,ID=cds1574
S000003903,YJR142W,ID=cds3189
S000000872,YER070W,ID=cds1573
S000000879,YER077C,ID=cds1581
S000000878,YER076C,ID=cds1580
S000003900,YJR139C,ID=cds3186
S000000877,YER075C,ID=cds1579
S000000876,YER074W,ID=cds1577
S000000882,YER080W,ID=cds1585
S000000881,YER079W,ID=cds1584
S000006188,YPL267W,ID=cds5442
S000000880,YER078C,ID=cds1582
S000006189,YPL268W,ID=cds5441
S000006186,YPL265W,ID=cds5444
S000006187,YPL266W,ID=cds5443
S000006184,YPL263C,ID=cds5446
S000006185,YPL264C,ID=cds5445
S000006183,YPL262W,ID=cds5447
S000006180,YPL259C,ID=cds5449
S000006181,YPL260W,ID=cds5448
S000000869,YER067W,ID=cds1570
S000000864,YER062C,ID=cds1565
S000000863,YER061C,ID=cds1564
S000000862,YER060W,ID=cds1562
S000000861,YER059W,ID=cds1561
S000000868,YER066W,ID=cds1569
S000000867,YER065C,ID=cds1568
S000000866,YER064C,ID=cds1567
S000000865,YER063W,ID=cds1566
S000006179,YPL258C,ID=cds5450
S000000871,YER069W,ID=cds1572
S000000870,YER068W,ID=cds1571
S000006177,YPL256C,ID=cds5454
S000006178,YPL257W,ID=cds5453
S000006175,YPL254W,ID=cds5456
S000006176,YPL255W,ID=cds5455
S000006173,YPL252C,ID=cds5458
S000006174,YPL253C,ID=cds5457
S000006171,YPL250C,ID=cds5459
S000006170,YPL249C,ID=cds5461
S000003928,YLL005C,ID=cds3578
S000003927,YLL004W,ID=cds3579
S000003929,YLL006W,ID=cds3577
S000003924,YLL001W,ID=cds3582
S000000897,YER095W,ID=cds1602
S000000896,YER094C,ID=cds1601
S000003926,YLL003W,ID=cds3580
S000000895,YER093C,ID=cds1599
S000003925,YLL002W,ID=cds3581
S000000894,YER092W,ID=cds1598
S000003920,YJR159W,ID=cds3206
S000003922,YJR161C,ID=cds3208
S000003921,YJR160C,ID=cds3207
S000000898,YER096W,ID=cds1603
S000006190,YPL269W,ID=cds5440
S000003917,YJR156C,ID=cds3204
S000003916,YJR155W,ID=cds3203
S000003919,YJR158W,ID=cds3205
S000003913,YJR152W,ID=cds3200
S000000886,YER084W,ID=cds1589
S000003912,YJR151C,ID=cds3198
S000000885,YER083C,ID=cds1588
S000003915,YJR154W,ID=cds3202
S000000884,YER082C,ID=cds1587
S000003914,YJR153W,ID=cds3201
S000000883,YER081W,ID=cds1586
S000000889,YER087W,ID=cds1592
S000003911,YJR150C,ID=cds3197
S000000888,YER086W,ID=cds1591
S000003910,YJR149W,ID=cds3196
S000000887,YER085C,ID=cds1590
S000000893,YER091C,ID=cds1597
S000000892,YER090W,ID=cds1596
S000006199,YPL278C,ID=cds5433
S000000891,YER089C,ID=cds1595
S000000890,YER088C,ID=cds1594
S000006198,YPL277C,ID=cds5434
S000006195,YPL274W,ID=cds5435
S000006193,YPL272C,ID=cds5437
S000006194,YPL273W,ID=cds5436
S000006191,YPL270W,ID=cds5439
S000006192,YPL271W,ID=cds5438
S000005728,YOR202W,ID=cds5248
S000000039,YAL041W,ID=cds27
S000005727,YOR201C,ID=cds5247
S000000038,YAL040C,ID=cds28
